
FILENAME modellist.dat
PLAYER		89 3DS  MODEL_ID 111  ..\models\3ds\barrel\cdooropenbarrel.3ds		TEX -1  POS 635 13 720  ANGLE 0	SCALE 1.00   NO_EXTERNAL_WEP	monster1.snd	AC 10	HD 5	d 1d8 THACO 19	cdooropenbarrel	10	NONE
PLAYER		90 3DS  MODEL_ID 112  ..\models\3ds\barrel\cdoorclosedbarrel.3ds		TEX -1  POS 635 13 720  ANGLE 0	SCALE 1.00   NO_EXTERNAL_WEP	monster1.snd	AC 10	HD 5	d 1d8 THACO 19	cdoorclosedbarrel	10	NONE
PLAYER		91 3DS  MODEL_ID 113  ..\models\3ds\bookcase\bookcase.3ds		TEX -1  POS 635 13 720  ANGLE 0	SCALE 1.00   NO_EXTERNAL_WEP	monster1.snd	AC 10	HD 5	d 1d8 THACO 19	BOOKCASE	10	NONE
PLAYER		92 MD2  MODEL_ID 114  ..\models\players\cobra\cobra.md2	TEX cobra  POS 635 13 720  ANGLE 0	SCALE 2.00   NO_EXTERNAL_WEP	monstersnake.snd	AC 7	HD 6	d 1d8 THACO 14	COBRA	30	NONE
YOURGUN		22 MD2 	MODEL_ID 115 ..\models\players\dragon\weapondragon.md2	TEX weapondragon  POS 0 0 0	   ANGLE 0	SCALE 2.00	D 1d12	A 5	D 5	weapondragon	0
PLAYER		93 MD2  MODEL_ID 116  ..\models\players\dragon\dragon.md2	TEX dragon  POS 635 13 720  ANGLE 0	SCALE 2.00   NO_EXTERNAL_WEP	monsterfulimo.snd	AC 4	HD 12	d 1d8 THACO 8	DRAGON	30	weapondragon
PLAYER		94 MD2  MODEL_ID 117  ..\models\players\centaur\centaur.md2	TEX centaur  POS 635 13 720  ANGLE 0	SCALE 2.00   NO_EXTERNAL_WEP	monsterfulimo.snd	AC 8	HD 5	d 1d8 THACO 17	CENTAUR	16	NONE
YOURGUN		23 MD2 	MODEL_ID 118 ..\models\players\craz\weaponcraz.md2	TEX weaponcraz  POS 0 0 0	   ANGLE 0	SCALE 2.00	D 1d10	A 5	D 5	weaponcraz	0
PLAYER		95 MD2  MODEL_ID 119  ..\models\players\craz\craz.md2	TEX craz  POS 635 13 720  ANGLE 0	SCALE 2.00   NO_EXTERNAL_WEP	monsterorc.snd	AC 8	HD 5	d 1d8 THACO 15	CRAZ	20	weaponcraz
PLAYER		96 MD2  MODEL_ID 120  ..\models\players\rider\rider.md2	TEX rider  POS 635 13 720  ANGLE 0	SCALE 2.00   NO_EXTERNAL_WEP	monsterfulimo.snd	AC 6	HD 12	d 1d8 THACO 8	RIDER	26	NONE
PLAYER		97 MD2  MODEL_ID 121  ..\models\players\okta\okta.md2	TEX okta  POS 635 13 720  ANGLE 0	SCALE 2.00   NO_EXTERNAL_WEP	monsterfulimo.snd	AC 7	HD 11	d 1d8 THACO 9	OKTA	25	NONE
YOURGUN		24 MD2 	MODEL_ID 122 ..\models\players\sorb\weaponsorb.md2	TEX weaponsorb  POS 0 0 0	   ANGLE 0	SCALE 2.00	D 1d12	A 5	D 5	weaponsorb	0
PLAYER		98 MD2  MODEL_ID 123  ..\models\players\sorb\sorb.md2	TEX sorb  POS 635 13 720  ANGLE 0	SCALE 2.00   NO_EXTERNAL_WEP	monstersorb.snd	AC 2	HD 11	d 1d10 THACO 9	SORB	29	weaponsorb
PLAYER		99 3DS  MODEL_ID 124  ..\models\3ds\explode.3ds		TEX -1  POS 635 13 720  ANGLE 0	SCALE 1.50   NO_EXTERNAL_WEP	monster1.snd	AC 10	HD 5	d 1d8 THACO 19	EXPLODE2	10	NONE
PLAYER		100 3DS  MODEL_ID 125  ..\models\3ds\spellbook.3ds		TEX -1  POS 635 13 720  ANGLE 0	SCALE 1.50   NO_EXTERNAL_WEP	monster1.snd	AC 10	HD 5	d 1d8 THACO 19	spellbook	10	NONE
END_FILE


** EVERYTHING BELOW "END_FILE" IS IGNORED **
